2.819548872180451155e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.819548872180451155e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.111233967271118879e+09,0.000000000000000000e+00,-1.094648385670057774e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.094648385670057774e+09,0.000000000000000000e+00,-1.111233967271118879e+09,0.000000000000000000e+00,-1.094648385670057774e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.094648385670057774e+09
0.000000000000000000e+00,0.000000000000000000e+00,2.819548872180451155e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.819548872180451155e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.639097744360902309e+08,0.000000000000000000e+00
0.000000000000000000e+00,-1.094648385670057774e+09,0.000000000000000000e+00,2.964229738196594715e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.459530840640203953e+09,0.000000000000000000e+00,1.094648385670057774e+09,0.000000000000000000e+00,1.480706130887881279e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.297659306999115944e+08
-5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.555836371904026270e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.722359116817778945e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.528193735902256966e+08,7.518795239661655426e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.750001752819548249e+08,3.759400249060149789e+08,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.518795239661655426e+08,7.528193735902256966e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.759400249060149789e+08,3.750001752819548249e+08,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.555836371904026270e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.722359116817778945e+08,0.000000000000000000e+00
0.000000000000000000e+00,-1.094648385670057774e+09,0.000000000000000000e+00,1.459530840640203953e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.964229738196594715e+09,0.000000000000000000e+00,1.094648385670057774e+09,0.000000000000000000e+00,7.297659306999115944e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.480706130887881279e+09
-2.819548872180451155e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819548872180451155e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.111233967271118879e+09,0.000000000000000000e+00,1.094648385670057774e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.094648385670057774e+09,0.000000000000000000e+00,1.111233967271118879e+09,0.000000000000000000e+00,1.094648385670057774e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.094648385670057774e+09
0.000000000000000000e+00,0.000000000000000000e+00,-2.819548872180451155e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819548872180451155e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.639097744360902309e+08,0.000000000000000000e+00
0.000000000000000000e+00,-1.094648385670057774e+09,0.000000000000000000e+00,1.480706130887881279e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.297659306999115944e+08,0.000000000000000000e+00,1.094648385670057774e+09,0.000000000000000000e+00,2.964229738196594715e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.459530840640203953e+09
-5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.722359116817778945e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.555836371904026270e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.750001752819548249e+08,3.759400249060149789e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.528193735902256966e+08,7.518795239661655426e+08,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.759400249060149789e+08,3.750001752819548249e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.518795239661655426e+08,7.528193735902256966e+08,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.722359116817778945e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.639097744360902309e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.555836371904026270e+08,0.000000000000000000e+00
0.000000000000000000e+00,-1.094648385670057774e+09,0.000000000000000000e+00,7.297659306999115944e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.480706130887881279e+09,0.000000000000000000e+00,1.094648385670057774e+09,0.000000000000000000e+00,1.459530840640203953e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.964229738196594715e+09
