Displacement values obtained using 2point Gauss Quadrature



-2.673168025007662296e-07	X
-1.336584012503882731e-08	Y
8.998346916743104368e-08	Z
-2.673168025007661767e-07	X
1.336584012503765272e-08	Y
8.998346916743100398e-08	Z
-2.673168025008002698e-07	X
1.336584012504196067e-08	Y
8.998346916747985395e-08	Z
-2.673168025008001639e-07	X
-1.336584012504072156e-08	Y
8.998346916747989366e-08	Z
