3.000000000000000000e+13,-1.382131477878980637e+09,-1.382131477878980637e+10,-2.318848050026145172e+10,-4.422820729212738276e+08,1.382131477878980637e+10,-1.159424835885438919e+10,-2.211411911211853623e+08,6.910662222537038803e+09,1.164124086196764183e+10,-6.910662222537040710e+08,-6.910662222537038803e+09
-1.382131477878980637e+09,9.645434816056697845e+09,1.382131477878980637e+09,4.422820729212738276e+08,-9.275023579985130310e+09,-4.422820729212738276e+08,2.211411911211853623e+08,-4.637515033353128433e+09,-2.211411911211853623e+08,-6.910662222537040710e+08,4.822720780917120934e+09,6.910662222537040710e+08
-1.382131477878980637e+10,1.382131477878980637e+09,2.328246544075722122e+10,1.382131477878980637e+10,4.422820729212738276e+08,-2.318848050026145172e+10,6.910662222537038803e+09,2.211411911211853623e+08,-1.159424835885438919e+10,-6.910662222537038803e+09,6.910662222537040710e+08,1.164124086196764183e+10
-2.318848050026145172e+10,4.422820729212738276e+08,1.382131477878980637e+10,3.000000000000000000e+13,1.382131477878980637e+09,-1.382131477878980637e+10,1.164124086196764183e+10,6.910662222537040710e+08,-6.910662222537038803e+09,-1.159424835885438919e+10,2.211411911211853623e+08,6.910662222537038803e+09
-4.422820729212738276e+08,-9.275023579985130310e+09,4.422820729212738276e+08,1.382131477878980637e+09,9.645434816056697845e+09,-1.382131477878980637e+09,6.910662222537040710e+08,4.822720780917120934e+09,-6.910662222537040710e+08,-2.211411911211853623e+08,-4.637515033353128433e+09,2.211411911211853623e+08
1.382131477878980637e+10,-4.422820729212738276e+08,-2.318848050026145172e+10,-1.382131477878980637e+10,-1.382131477878980637e+09,2.328246544075722122e+10,-6.910662222537038803e+09,-6.910662222537040710e+08,1.164124086196764183e+10,6.910662222537038803e+09,-2.211411911211853623e+08,-1.159424835885438919e+10
-1.159424835885438919e+10,2.211411911211853623e+08,6.910662222537038803e+09,1.164124086196764183e+10,6.910662222537040710e+08,-6.910662222537038803e+09,3.000000000000000000e+13,1.382131477878980637e+09,-1.382131477878980255e+10,-2.318848050026144791e+10,4.422820729212738276e+08,1.382131477878980255e+10
-2.211411911211853623e+08,-4.637515033353128433e+09,2.211411911211853623e+08,6.910662222537040710e+08,4.822720780917120934e+09,-6.910662222537040710e+08,1.382131477878980637e+09,9.645434816056695938e+09,-1.382131477878980637e+09,-4.422820729212738276e+08,-9.275023579985128403e+09,4.422820729212738276e+08
6.910662222537038803e+09,-2.211411911211853623e+08,-1.159424835885438919e+10,-6.910662222537038803e+09,-6.910662222537040710e+08,1.164124086196764183e+10,-1.382131477878980255e+10,-1.382131477878980637e+09,2.328246544075721741e+10,1.382131477878980255e+10,-4.422820729212738276e+08,-2.318848050026144791e+10
1.164124086196764183e+10,-6.910662222537040710e+08,-6.910662222537038803e+09,-1.159424835885438919e+10,-2.211411911211853623e+08,6.910662222537038803e+09,-2.318848050026144791e+10,-4.422820729212738276e+08,1.382131477878980255e+10,3.000000000000000000e+13,-1.382131477878980637e+09,-1.382131477878980255e+10
-6.910662222537040710e+08,4.822720780917120934e+09,6.910662222537040710e+08,2.211411911211853623e+08,-4.637515033353128433e+09,-2.211411911211853623e+08,4.422820729212738276e+08,-9.275023579985128403e+09,-4.422820729212738276e+08,-1.382131477878980637e+09,9.645434816056695938e+09,1.382131477878980637e+09
-6.910662222537038803e+09,6.910662222537040710e+08,1.164124086196764183e+10,6.910662222537038803e+09,2.211411911211853623e+08,-1.159424835885438919e+10,1.382131477878980255e+10,4.422820729212738276e+08,-2.318848050026144791e+10,-1.382131477878980255e+10,1.382131477878980637e+09,2.328246544075721741e+10
