2.328246544075722122e+10,1.382131477878980637e+09,-1.382131477878980637e+10,-2.318848050026145172e+10,4.422820729212738276e+08,1.382131477878980637e+10,-1.159424835885438919e+10,2.211411911211853623e+08,6.910662222537038803e+09,1.164124086196764183e+10,6.910662222537040710e+08,-6.910662222537038803e+09,2.315715221597651291e+10,-4.422820729212738276e+08,-1.382131477878980637e+10,-2.325113715647228241e+10,-1.382131477878980637e+09,1.382131477878980637e+10,-1.162557670887005997e+10,-6.910662222537040710e+08,6.910662222537038803e+09,1.157858420575680733e+10,-2.211411911211853623e+08,-6.910662222537038803e+09
1.382131477878980637e+09,9.645434816056697845e+09,-1.382131477878980637e+09,-4.422820729212738276e+08,-9.275023579985130310e+09,4.422820729212738276e+08,-2.211411911211853623e+08,-4.637515033353128433e+09,2.211411911211853623e+08,6.910662222537040710e+08,4.822720780917120934e+09,-6.910662222537040710e+08,4.422820729212738276e+08,9.151553283097434998e+09,-4.422820729212738276e+08,-1.382131477878980637e+09,-9.521964519169002533e+09,1.382131477878980637e+09,-6.910662222537040710e+08,-4.760985589297243118e+09,6.910662222537040710e+08,2.211411911211853623e+08,4.575779841733250618e+09,-2.211411911211853623e+08
-1.382131477878980637e+10,-1.382131477878980637e+09,2.328246544075722122e+10,1.382131477878980637e+10,-4.422820729212738276e+08,-2.318848050026145172e+10,6.910662222537038803e+09,-2.211411911211853623e+08,-1.159424835885438919e+10,-6.910662222537038803e+09,-6.910662222537040710e+08,1.164124086196764183e+10,-1.382131477878980637e+10,4.422820729212738276e+08,2.315715221597651291e+10,1.382131477878980637e+10,1.382131477878980637e+09,-2.325113715647228241e+10,6.910662222537038803e+09,6.910662222537040710e+08,-1.162557670887005997e+10,-6.910662222537038803e+09,2.211411911211853623e+08,1.157858420575680733e+10
-2.318848050026145172e+10,-4.422820729212738276e+08,1.382131477878980637e+10,2.328246544075722122e+10,-1.382131477878980637e+09,-1.382131477878980637e+10,1.164124086196764183e+10,-6.910662222537040710e+08,-6.910662222537038803e+09,-1.159424835885438919e+10,-2.211411911211853623e+08,6.910662222537038803e+09,-2.325113715647228241e+10,1.382131477878980637e+09,1.382131477878980637e+10,2.315715221597651291e+10,4.422820729212738276e+08,-1.382131477878980637e+10,1.157858420575680733e+10,2.211411911211853623e+08,-6.910662222537038803e+09,-1.162557670887005997e+10,6.910662222537040710e+08,6.910662222537038803e+09
4.422820729212738276e+08,-9.275023579985130310e+09,-4.422820729212738276e+08,-1.382131477878980637e+09,9.645434816056697845e+09,1.382131477878980637e+09,-6.910662222537040710e+08,4.822720780917120934e+09,6.910662222537040710e+08,2.211411911211853623e+08,-4.637515033353128433e+09,-2.211411911211853623e+08,1.382131477878980637e+09,-9.521964519169002533e+09,-1.382131477878980637e+09,-4.422820729212738276e+08,9.151553283097434998e+09,4.422820729212738276e+08,-2.211411911211853623e+08,4.575779841733250618e+09,2.211411911211853623e+08,6.910662222537040710e+08,-4.760985589297243118e+09,-6.910662222537040710e+08
1.382131477878980637e+10,4.422820729212738276e+08,-2.318848050026145172e+10,-1.382131477878980637e+10,1.382131477878980637e+09,2.328246544075722122e+10,-6.910662222537038803e+09,6.910662222537040710e+08,1.164124086196764183e+10,6.910662222537038803e+09,2.211411911211853623e+08,-1.159424835885438919e+10,1.382131477878980637e+10,-1.382131477878980637e+09,-2.325113715647228241e+10,-1.382131477878980637e+10,-4.422820729212738276e+08,2.315715221597651291e+10,-6.910662222537038803e+09,-2.211411911211853623e+08,1.157858420575680733e+10,6.910662222537038803e+09,-6.910662222537040710e+08,-1.162557670887005997e+10
-1.159424835885438919e+10,-2.211411911211853623e+08,6.910662222537038803e+09,1.164124086196764183e+10,-6.910662222537040710e+08,-6.910662222537038803e+09,2.328246544075721741e+10,-1.382131477878980637e+09,-1.382131477878980255e+10,-2.318848050026144791e+10,-4.422820729212738276e+08,1.382131477878980255e+10,-1.162557670887005997e+10,6.910662222537040710e+08,6.910662222537038803e+09,1.157858420575680733e+10,2.211411911211853623e+08,-6.910662222537038803e+09,2.315715221597650909e+10,4.422820729212738276e+08,-1.382131477878980255e+10,-2.325113715647227859e+10,1.382131477878980637e+09,1.382131477878980255e+10
2.211411911211853623e+08,-4.637515033353128433e+09,-2.211411911211853623e+08,-6.910662222537040710e+08,4.822720780917120934e+09,6.910662222537040710e+08,-1.382131477878980637e+09,9.645434816056695938e+09,1.382131477878980637e+09,4.422820729212738276e+08,-9.275023579985128403e+09,-4.422820729212738276e+08,6.910662222537040710e+08,-4.760985589297243118e+09,-6.910662222537040710e+08,-2.211411911211853623e+08,4.575779841733250618e+09,2.211411911211853623e+08,-4.422820729212738276e+08,9.151553283097433090e+09,4.422820729212738276e+08,1.382131477878980637e+09,-9.521964519169000626e+09,-1.382131477878980637e+09
6.910662222537038803e+09,2.211411911211853623e+08,-1.159424835885438919e+10,-6.910662222537038803e+09,6.910662222537040710e+08,1.164124086196764183e+10,-1.382131477878980255e+10,1.382131477878980637e+09,2.328246544075721741e+10,1.382131477878980255e+10,4.422820729212738276e+08,-2.318848050026144791e+10,6.910662222537038803e+09,-6.910662222537040710e+08,-1.162557670887005997e+10,-6.910662222537038803e+09,-2.211411911211853623e+08,1.157858420575680733e+10,-1.382131477878980255e+10,-4.422820729212738276e+08,2.315715221597650909e+10,1.382131477878980255e+10,-1.382131477878980637e+09,-2.325113715647227859e+10
1.164124086196764183e+10,6.910662222537040710e+08,-6.910662222537038803e+09,-1.159424835885438919e+10,2.211411911211853623e+08,6.910662222537038803e+09,-2.318848050026144791e+10,4.422820729212738276e+08,1.382131477878980255e+10,2.328246544075721741e+10,1.382131477878980637e+09,-1.382131477878980255e+10,1.157858420575680733e+10,-2.211411911211853623e+08,-6.910662222537038803e+09,-1.162557670887005997e+10,-6.910662222537040710e+08,6.910662222537038803e+09,-2.325113715647227859e+10,-1.382131477878980637e+09,1.382131477878980255e+10,2.315715221597650909e+10,-4.422820729212738276e+08,-1.382131477878980255e+10
