3.000000000000000000e+13,3.540783061990926266e+08,-1.231017685246613741e+09,-2.032547953426599503e+09,1.133050579837096781e+08,1.231017685246613741e+09,-1.016274687470077634e+09,5.665256861322654039e+07,6.155092730949038267e+08,1.069617336587149620e+09,1.770392769163329005e+08,-6.155092730949038267e+08,2.504716397615178108e+09,7.529561044987505674e+07,-1.545669865224814415e+09,-2.642729893733338833e+09,-8.867948849515211582e+08,1.545669865224814415e+09,-1.321365870996494293e+09,-4.433977525769191980e+08,7.728354731139639616e+08,1.252359074675808191e+09,3.764783155487743020e+07,-7.728354731139639616e+08,-3.075091070939817905e+09,-5.258916102828770876e+07,1.842843203017197371e+09,3.106419343436830521e+09,3.967050713471315503e+08,-1.842843203017197371e+09,1.553210757994682312e+09,1.983526743964027762e+08,-9.214222459279811382e+08,-1.537546610791068316e+09,-2.629459890392036736e+07,9.214222459279811382e+08
3.540783061990926266e+08,3.000000000000000000e+13,-3.540783061990926266e+08,-1.133050579837096781e+08,-6.969368629220118523e+08,1.133050579837096781e+08,-5.665256861322654039e+07,-3.484686751711718440e+08,5.665256861322654039e+07,1.770392769163329005e+08,5.587014687502200603e+08,-1.770392769163329005e+08,7.247711757229454517e+08,6.884318972065129280e+08,-7.247711757229454517e+08,-1.142816256526823759e+09,-1.232367440731027603e+09,1.142816256526823759e+09,-5.714085278920646906e+08,-6.161841513091034889e+08,5.714085278920646906e+08,3.623858413049523234e+08,3.442161893393414617e+08,-3.623858413049523234e+08,-3.474437798348357677e+08,-1.170819896954761267e+09,3.474437798348357677e+08,5.247156124233310223e+08,1.294290147384162426e+09,-5.247156124233310223e+08,2.623579896981990337e+08,6.471455262892725468e+08,-2.623579896981990337e+08,-1.737220114141929746e+08,-5.854103578985586166e+08,1.737220114141929746e+08
-1.231017685246613741e+09,-3.540783061990926266e+08,3.000000000000000000e+13,1.231017685246613741e+09,-1.133050579837096781e+08,-2.032547953426599503e+09,6.155092730949038267e+08,-5.665256861322654039e+07,-1.016274687470077634e+09,-6.155092730949038267e+08,-1.770392769163329005e+08,1.069617336587149620e+09,-1.545669865224814415e+09,-7.529561044987505674e+07,2.504716397615178108e+09,1.545669865224814415e+09,8.867948849515211582e+08,-2.642729893733338833e+09,7.728354731139639616e+08,4.433977525769191980e+08,-1.321365870996494293e+09,-7.728354731139639616e+08,-3.764783155487743020e+07,1.252359074675808191e+09,1.842843203017197371e+09,5.258916102828770876e+07,-3.075091070939817905e+09,-1.842843203017197371e+09,-3.967050713471315503e+08,3.106419343436830521e+09,-9.214222459279811382e+08,-1.983526743964027762e+08,1.553210757994682312e+09,9.214222459279811382e+08,2.629459890392036736e+07,-1.537546610791068316e+09
-2.032547953426599503e+09,-1.133050579837096781e+08,1.231017685246613741e+09,3.000000000000000000e+13,-3.540783061990926266e+08,-1.231017685246613741e+09,1.069617336587149620e+09,-1.770392769163329005e+08,-6.155092730949038267e+08,-1.016274687470077634e+09,-5.665256861322654039e+07,6.155092730949038267e+08,-2.642729893733338833e+09,8.867948849515211582e+08,1.545669865224814415e+09,2.504716397615178108e+09,-7.529561044987505674e+07,-1.545669865224814415e+09,1.252359074675808191e+09,-3.764783155487743020e+07,-7.728354731139639616e+08,-1.321365870996494293e+09,4.433977525769191980e+08,7.728354731139639616e+08,3.106419343436830521e+09,-3.967050713471315503e+08,-1.842843203017197371e+09,-3.075091070939817905e+09,5.258916102828770876e+07,1.842843203017197371e+09,-1.537546610791068316e+09,2.629459890392036736e+07,9.214222459279811382e+08,1.553210757994682312e+09,-1.983526743964027762e+08,-9.214222459279811382e+08
1.133050579837096781e+08,-6.969368629220118523e+08,-1.133050579837096781e+08,-3.540783061990926266e+08,3.000000000000000000e+13,3.540783061990926266e+08,-1.770392769163329005e+08,5.587014687502200603e+08,1.770392769163329005e+08,5.665256861322654039e+07,-3.484686751711718440e+08,-5.665256861322654039e+07,1.142816256526823759e+09,-1.232367440731027603e+09,-1.142816256526823759e+09,-7.247711757229454517e+08,6.884318972065129280e+08,7.247711757229454517e+08,-3.623858413049523234e+08,3.442161893393414617e+08,3.623858413049523234e+08,5.714085278920646906e+08,-6.161841513091034889e+08,-5.714085278920646906e+08,-5.247156124233310223e+08,1.294290147384162426e+09,5.247156124233310223e+08,3.474437798348357677e+08,-1.170819896954761267e+09,-3.474437798348357677e+08,1.737220114141929746e+08,-5.854103578985586166e+08,-1.737220114141929746e+08,-2.623579896981990337e+08,6.471455262892725468e+08,2.623579896981990337e+08
1.231017685246613741e+09,1.133050579837096781e+08,-2.032547953426599503e+09,-1.231017685246613741e+09,3.540783061990926266e+08,3.000000000000000000e+13,-6.155092730949038267e+08,1.770392769163329005e+08,1.069617336587149620e+09,6.155092730949038267e+08,5.665256861322654039e+07,-1.016274687470077634e+09,1.545669865224814415e+09,-8.867948849515211582e+08,-2.642729893733338833e+09,-1.545669865224814415e+09,7.529561044987505674e+07,2.504716397615178108e+09,-7.728354731139639616e+08,3.764783155487743020e+07,1.252359074675808191e+09,7.728354731139639616e+08,-4.433977525769191980e+08,-1.321365870996494293e+09,-1.842843203017197371e+09,3.967050713471315503e+08,3.106419343436830521e+09,1.842843203017197371e+09,-5.258916102828770876e+07,-3.075091070939817905e+09,9.214222459279811382e+08,-2.629459890392036736e+07,-1.537546610791068316e+09,-9.214222459279811382e+08,1.983526743964027762e+08,1.553210757994682312e+09
-1.016274687470077634e+09,-5.665256861322654039e+07,6.155092730949038267e+08,1.069617336587149620e+09,-1.770392769163329005e+08,-6.155092730949038267e+08,3.000000000000000000e+13,-3.540783061990926266e+08,-1.231017685246613503e+09,-2.032547953426599264e+09,-1.133050579837096781e+08,1.231017685246613503e+09,-1.321365870996494293e+09,4.433977525769191980e+08,7.728354731139639616e+08,1.252359074675808191e+09,-3.764783155487743020e+07,-7.728354731139639616e+08,2.504716397615177631e+09,-7.529561044987505674e+07,-1.545669865224814177e+09,-2.642729893733338356e+09,8.867948849515211582e+08,1.545669865224814177e+09,1.553210757994682312e+09,-1.983526743964027762e+08,-9.214222459279811382e+08,-1.537546610791068316e+09,2.629459890392036736e+07,9.214222459279811382e+08,-3.075091070939817429e+09,5.258916102828770876e+07,1.842843203017197132e+09,3.106419343436830044e+09,-3.967050713471315503e+08,-1.842843203017197132e+09
5.665256861322654039e+07,-3.484686751711718440e+08,-5.665256861322654039e+07,-1.770392769163329005e+08,5.587014687502200603e+08,1.770392769163329005e+08,-3.540783061990926266e+08,3.000000000000000000e+13,3.540783061990926266e+08,1.133050579837096781e+08,-6.969368629220116138e+08,-1.133050579837096781e+08,5.714085278920646906e+08,-6.161841513091034889e+08,-5.714085278920646906e+08,-3.623858413049523234e+08,3.442161893393414617e+08,3.623858413049523234e+08,-7.247711757229454517e+08,6.884318972065126896e+08,7.247711757229454517e+08,1.142816256526823759e+09,-1.232367440731027365e+09,-1.142816256526823759e+09,-2.623579896981990337e+08,6.471455262892725468e+08,2.623579896981990337e+08,1.737220114141929746e+08,-5.854103578985586166e+08,-1.737220114141929746e+08,3.474437798348357677e+08,-1.170819896954761028e+09,-3.474437798348357677e+08,-5.247156124233310223e+08,1.294290147384162188e+09,5.247156124233310223e+08
6.155092730949038267e+08,5.665256861322654039e+07,-1.016274687470077634e+09,-6.155092730949038267e+08,1.770392769163329005e+08,1.069617336587149620e+09,-1.231017685246613503e+09,3.540783061990926266e+08,3.000000000000000000e+13,1.231017685246613503e+09,1.133050579837096781e+08,-2.032547953426599264e+09,7.728354731139639616e+08,-4.433977525769191980e+08,-1.321365870996494293e+09,-7.728354731139639616e+08,3.764783155487743020e+07,1.252359074675808191e+09,-1.545669865224814177e+09,7.529561044987505674e+07,2.504716397615177631e+09,1.545669865224814177e+09,-8.867948849515211582e+08,-2.642729893733338356e+09,-9.214222459279811382e+08,1.983526743964027762e+08,1.553210757994682312e+09,9.214222459279811382e+08,-2.629459890392036736e+07,-1.537546610791068316e+09,1.842843203017197132e+09,-5.258916102828770876e+07,-3.075091070939817429e+09,-1.842843203017197132e+09,3.967050713471315503e+08,3.106419343436830044e+09
1.069617336587149620e+09,1.770392769163329005e+08,-6.155092730949038267e+08,-1.016274687470077634e+09,5.665256861322654039e+07,6.155092730949038267e+08,-2.032547953426599264e+09,1.133050579837096781e+08,1.231017685246613503e+09,3.000000000000000000e+13,3.540783061990926266e+08,-1.231017685246613503e+09,1.252359074675808191e+09,3.764783155487743020e+07,-7.728354731139639616e+08,-1.321365870996494293e+09,-4.433977525769191980e+08,7.728354731139639616e+08,-2.642729893733338356e+09,-8.867948849515211582e+08,1.545669865224814177e+09,2.504716397615177631e+09,7.529561044987505674e+07,-1.545669865224814177e+09,-1.537546610791068316e+09,-2.629459890392036736e+07,9.214222459279811382e+08,1.553210757994682312e+09,1.983526743964027762e+08,-9.214222459279811382e+08,3.106419343436830044e+09,3.967050713471315503e+08,-1.842843203017197132e+09,-3.075091070939817429e+09,-5.258916102828770876e+07,1.842843203017197132e+09
1.770392769163329005e+08,5.587014687502200603e+08,-1.770392769163329005e+08,-5.665256861322654039e+07,-3.484686751711718440e+08,5.665256861322654039e+07,-1.133050579837096781e+08,-6.969368629220116138e+08,1.133050579837096781e+08,3.540783061990926266e+08,3.000000000000000000e+13,-3.540783061990926266e+08,3.623858413049523234e+08,3.442161893393414617e+08,-3.623858413049523234e+08,-5.714085278920646906e+08,-6.161841513091034889e+08,5.714085278920646906e+08,-1.142816256526823759e+09,-1.232367440731027365e+09,1.142816256526823759e+09,7.247711757229454517e+08,6.884318972065126896e+08,-7.247711757229454517e+08,-1.737220114141929746e+08,-5.854103578985586166e+08,1.737220114141929746e+08,2.623579896981990337e+08,6.471455262892725468e+08,-2.623579896981990337e+08,5.247156124233310223e+08,1.294290147384162188e+09,-5.247156124233310223e+08,-3.474437798348357677e+08,-1.170819896954761028e+09,3.474437798348357677e+08
